"sku","website_id","name","cost","price","msrp","special_price","special_from_date","special_to_date","tier_price:ALL GROUPS","tier_price:NOT LOGGED IN","tier_price:General","tier_price:Wholesale","tier_price:Retailer"
"MJ06-L-Purple",0,"Jupiter All-Weather Trainer -L-Purple",,56.99,,,,,,,,,
"MJ06-M-Blue",0,"Jupiter All-Weather Trainer -M-Blue",,56.99,,,,,,,,,
"MJ06-M-Green",0,"Jupiter All-Weather Trainer -M-Green",,56.99,,,,,,,,,
"MJ06-M-Purple",0,"Jupiter All-Weather Trainer -M-Purple",,56.99,,,,,,,,,
"MJ06-S-Blue",0,"Jupiter All-Weather Trainer -S-Blue",,56.99,,,,,,,,,
"MJ06-S-Green",0,"Jupiter All-Weather Trainer -S-Green",,56.99,,,,,,,,,
"MJ06-S-Purple",0,"Jupiter All-Weather Trainer -S-Purple",,56.99,,,,,,,,,
"MJ06-XL-Blue",0,"Jupiter All-Weather Trainer -XL-Blue",,56.99,,,,,,,,,
"MJ06-XL-Green",0,"Jupiter All-Weather Trainer -XL-Green",,56.99,,,,,,,,,
"MJ06-XL-Purple",0,"Jupiter All-Weather Trainer -XL-Purple",,56.99,,,,,,,,,
"MJ06-XS-Blue",0,"Jupiter All-Weather Trainer -XS-Blue",,56.99,,,,,,,,,
"MJ06-XS-Green",0,"Jupiter All-Weather Trainer -XS-Green",,56.99,,,,,,,,,
"MJ06-XS-Purple",0,"Jupiter All-Weather Trainer -XS-Purple",,56.99,,,,,,,,,
"MJ07-L-Black",0,"Orion Two-Tone Fitted Jacket-L-Black",,72,,,,,,,,,
"MJ07-L-Red",0,"Orion Two-Tone Fitted Jacket-L-Red",,72,,,,,,,,,
"MJ07-L-Yellow",0,"Orion Two-Tone Fitted Jacket-L-Yellow",,72,,,,,,,,,
"MJ07-M-Black",0,"Orion Two-Tone Fitted Jacket-M-Black",,72,,,,,,,,,
"MJ07-M-Red",0,"Orion Two-Tone Fitted Jacket-M-Red",,72,,,,,,,,,
"MJ07-M-Yellow",0,"Orion Two-Tone Fitted Jacket-M-Yellow",,72,,,,,,,,,
"MJ07-S-Black",0,"Orion Two-Tone Fitted Jacket-S-Black",,72,,,,,,,,,
"MJ07-S-Red",0,"Orion Two-Tone Fitted Jacket-S-Red",,72,,,,,,,,,
"MJ07-S-Yellow",0,"Orion Two-Tone Fitted Jacket-S-Yellow",,72,,,,,,,,,
"MJ07-XL-Black",0,"Orion Two-Tone Fitted Jacket-XL-Black",,72,,,,,,,,,
"MJ07-XL-Red",0,"Orion Two-Tone Fitted Jacket-XL-Red",,72,,,,,,,,,
"MJ07-XL-Yellow",0,"Orion Two-Tone Fitted Jacket-XL-Yellow",,72,,,,,,,,,
"MJ07-XS-Black",0,"Orion Two-Tone Fitted Jacket-XS-Black",,72,,,,,,,,,
"MJ07-XS-Red",0,"Orion Two-Tone Fitted Jacket-XS-Red",,72,,,,,,,,,
"MJ07-XS-Yellow",0,"Orion Two-Tone Fitted Jacket-XS-Yellow",,72,,,,,,,,,
"MJ08-L-Blue",0,"Lando Gym Jacket-L-Blue",,99,,,,,,,,,
"MJ08-L-Gray",0,"Lando Gym Jacket-L-Gray",,99,,,,,,,,,
"MJ08-L-Green",0,"Lando Gym Jacket-L-Green",,99,,,,,,,,,
"MJ08-M-Blue",0,"Lando Gym Jacket-M-Blue",,99,,,,,,,,,
"MJ08-M-Gray",0,"Lando Gym Jacket-M-Gray",,99,,,,,,,,,
"MJ08-M-Green",0,"Lando Gym Jacket-M-Green",,99,,,,,,,,,
"MJ08-S-Blue",0,"Lando Gym Jacket-S-Blue",,99,,,,,,,,,
"MJ08-S-Gray",0,"Lando Gym Jacket-S-Gray",,99,,,,,,,,,
"MJ08-S-Green",0,"Lando Gym Jacket-S-Green",,99,,,,,,,,,
"MJ08-XL-Blue",0,"Lando Gym Jacket-XL-Blue",,99,,,,,,,,,
"MJ08-XL-Gray",0,"Lando Gym Jacket-XL-Gray",,99,,,,,,,,,
"MJ08-XL-Green",0,"Lando Gym Jacket-XL-Green",,99,,,,,,,,,
"MJ08-XS-Blue",0,"Lando Gym Jacket-XS-Blue",,99,,,,,,,,,
"MJ08-XS-Gray",0,"Lando Gym Jacket-XS-Gray",,99,,,,,,,,,
"MJ08-XS-Green",0,"Lando Gym Jacket-XS-Green",,99,,,,,,,,,
"MJ09-L-Blue",0,"Taurus Elements Shell-L-Blue",,65,,,,,,,,,
"MJ09-L-White",0,"Taurus Elements Shell-L-White",,65,,,,,,,,,
"MJ09-L-Yellow",0,"Taurus Elements Shell-L-Yellow",,65,,,,,,,,,
"MJ09-M-Blue",0,"Taurus Elements Shell-M-Blue",,65,,,,,,,,,
"MJ09-M-White",0,"Taurus Elements Shell-M-White",,65,,,,,,,,,
"MJ09-M-Yellow",0,"Taurus Elements Shell-M-Yellow",,65,,,,,,,,,
"MJ09-S-Blue",0,"Taurus Elements Shell-S-Blue",,65,,,,,,,,,
"MJ09-S-White",0,"Taurus Elements Shell-S-White",,65,,,,,,,,,
"MJ09-S-Yellow",0,"Taurus Elements Shell-S-Yellow",,65,,,,,,,,,
"MJ09-XL-Blue",0,"Taurus Elements Shell-XL-Blue",,65,,,,,,,,,
"MJ09-XL-White",0,"Taurus Elements Shell-XL-White",,65,,,,,,,,,
"MJ09-XL-Yellow",0,"Taurus Elements Shell-XL-Yellow",,65,,,,,,,,,
"MJ09-XS-Blue",0,"Taurus Elements Shell-XS-Blue",,65,,,,,,,,,
"MJ09-XS-White",0,"Taurus Elements Shell-XS-White",,65,,,,,,,,,
"MJ09-XS-Yellow",0,"Taurus Elements Shell-XS-Yellow",,65,,,,,,,,,
"MJ10-L-Black",0,"Mars HeatTech&trade; Pullover-L-Black",,66,,,,,,,,,
"MJ10-L-Orange",0,"Mars HeatTech&trade; Pullover-L-Orange",,66,,,,,,,,,
"MJ10-L-Red",0,"Mars HeatTech&trade; Pullover-L-Red",,66,,,,,,,,,
"MJ10-M-Black",0,"Mars HeatTech&trade; Pullover-M-Black",,66,,,,,,,,,
"MJ10-M-Orange",0,"Mars HeatTech&trade; Pullover-M-Orange",,66,,,,,,,,,
"MJ10-M-Red",0,"Mars HeatTech&trade; Pullover-M-Red",,66,,,,,,,,,
"MJ10-S-Black",0,"Mars HeatTech&trade; Pullover-S-Black",,66,,,,,,,,,
"MJ10-S-Orange",0,"Mars HeatTech&trade; Pullover-S-Orange",,66,,,,,,,,,
"MJ10-S-Red",0,"Mars HeatTech&trade; Pullover-S-Red",,66,,,,,,,,,
"MJ10-XL-Black",0,"Mars HeatTech&trade; Pullover-XL-Black",,66,,,,,,,,,
"MJ10-XL-Orange",0,"Mars HeatTech&trade; Pullover-XL-Orange",,66,,,,,,,,,
"MJ10-XL-Red",0,"Mars HeatTech&trade; Pullover-XL-Red",,66,,,,,,,,,
"MJ10-XS-Black",0,"Mars HeatTech&trade; Pullover-XS-Black",,66,,,,,,,,,
"MJ10-XS-Orange",0,"Mars HeatTech&trade; Pullover-XS-Orange",,66,,,,,,,,,
"MJ10-XS-Red",0,"Mars HeatTech&trade; Pullover-XS-Red",,66,,,,,,,,,
"MJ11-L-Black",0,"Typhon Performance Fleece-lined Jacket-L-Black",,60,,,,,,,,,
"MJ11-L-Green",0,"Typhon Performance Fleece-lined Jacket-L-Green",,60,,,,,,,,,
"MJ11-L-Red",0,"Typhon Performance Fleece-lined Jacket-L-Red",,60,,,,,,,,,
"MJ11-M-Black",0,"Typhon Performance Fleece-lined Jacket-M-Black",,60,,,,,,,,,
"MJ11-M-Green",0,"Typhon Performance Fleece-lined Jacket-M-Green",,60,,,,,,,,,
"MJ11-M-Red",0,"Typhon Performance Fleece-lined Jacket-M-Red",,60,,,,,,,,,
"MJ11-S-Black",0,"Typhon Performance Fleece-lined Jacket-S-Black",,60,,,,,,,,,
"MJ11-S-Green",0,"Typhon Performance Fleece-lined Jacket-S-Green",,60,,,,,,,,,
"MJ11-S-Red",0,"Typhon Performance Fleece-lined Jacket-S-Red",,60,,,,,,,,,
"MJ11-XL-Black",0,"Typhon Performance Fleece-lined Jacket-XL-Black",,60,,,,,,,,,
"MJ11-XL-Green",0,"Typhon Performance Fleece-lined Jacket-XL-Green",,60,,,,,,,,,
"MJ11-XL-Red",0,"Typhon Performance Fleece-lined Jacket-XL-Red",,60,,,,,,,,,
"MJ11-XS-Black",0,"Typhon Performance Fleece-lined Jacket-XS-Black",,60,,,,,,,,,
"MJ11-XS-Green",0,"Typhon Performance Fleece-lined Jacket-XS-Green",,60,,,,,,,,,
"MJ11-XS-Red",0,"Typhon Performance Fleece-lined Jacket-XS-Red",,60,,,,,,,,,
"MJ12-L-Black",0,"Proteus Fitness Jackshirt-L-Black",,45,,,,,,,,,
"MJ12-L-Blue",0,"Proteus Fitness Jackshirt-L-Blue",,45,,,,,,,,,
"MJ12-L-Orange",0,"Proteus Fitness Jackshirt-L-Orange",,45,,,,,,,,,
"MJ12-M-Black",0,"Proteus Fitness Jackshirt-M-Black",,45,,,,,,,,,
"MJ12-M-Blue",0,"Proteus Fitness Jackshirt-M-Blue",,45,,,,,,,,,
"MJ12-M-Orange",0,"Proteus Fitness Jackshirt-M-Orange",,45,,,,,,,,,
"MJ12-S-Black",0,"Proteus Fitness Jackshirt-S-Black",,45,,,,,,,,,
"MJ12-S-Blue",0,"Proteus Fitness Jackshirt-S-Blue",,45,,,,,,,,,
"MJ12-S-Orange",0,"Proteus Fitness Jackshirt-S-Orange",,45,,,,,,,,,
"MJ12-XL-Black",0,"Proteus Fitness Jackshirt-XL-Black",,45,,,,,,,,,
"MJ12-XL-Blue",0,"Proteus Fitness Jackshirt-XL-Blue",,45,,,,,,,,,
"MJ12-XL-Orange",0,"Proteus Fitness Jackshirt-XL-Orange",,45,,,,,,,,,
"MJ12-XS-Black",0,"Proteus Fitness Jackshirt-XS-Black",,45,,,,,,,,,
"MJ12-XS-Blue",0,"Proteus Fitness Jackshirt-XS-Blue",,45,,,,,,,,,
"MJ12-XS-Orange",0,"Proteus Fitness Jackshirt-XS-Orange",,45,,,,,,,,,
"MP01-32-Black",0,"Caesar Warm-Up Pant-32-Black",,35,,,,,,,,,
"MP01-32-Gray",0,"Caesar Warm-Up Pant-32-Gray",,35,,,,,,,,,
"MP01-32-Purple",0,"Caesar Warm-Up Pant-32-Purple",,35,,,,,,,,,
"MP01-33-Black",0,"Caesar Warm-Up Pant-33-Black",,35,,,,,,,,,
"MP01-33-Gray",0,"Caesar Warm-Up Pant-33-Gray",,35,,,,,,,,,
"MP01-33-Purple",0,"Caesar Warm-Up Pant-33-Purple",,35,,,,,,,,,
"MP01-34-Black",0,"Caesar Warm-Up Pant-34-Black",,35,,,,,,,,,
"MP01-34-Gray",0,"Caesar Warm-Up Pant-34-Gray",,35,,,,,,,,,
"MP01-34-Purple",0,"Caesar Warm-Up Pant-34-Purple",,35,,,,,,,,,
"MP01-36-Black",0,"Caesar Warm-Up Pant-36-Black",,35,,,,,,,,,
"MP01-36-Gray",0,"Caesar Warm-Up Pant-36-Gray",,35,,,,,,,,,
"MP01-36-Purple",0,"Caesar Warm-Up Pant-36-Purple",,35,,,,,,,,,
"MP02-32-Blue",0,"Viktor LumaTech&trade; Pant-32-Blue",,46,,,,,,,,,
"MP02-32-Gray",0,"Viktor LumaTech&trade; Pant-32-Gray",,46,,,,,,,,,
"MP02-32-Red",0,"Viktor LumaTech&trade; Pant-32-Red",,46,,,,,,,,,
"MP02-33-Blue",0,"Viktor LumaTech&trade; Pant-33-Blue",,46,,,,,,,,,
"MP02-33-Gray",0,"Viktor LumaTech&trade; Pant-33-Gray",,46,,,,,,,,,
"MP02-33-Red",0,"Viktor LumaTech&trade; Pant-33-Red",,46,,,,,,,,,
"MP02-34-Blue",0,"Viktor LumaTech&trade; Pant-34-Blue",,46,,,,,,,,,
"MP02-34-Gray",0,"Viktor LumaTech&trade; Pant-34-Gray",,46,,,,,,,,,
"MP02-34-Red",0,"Viktor LumaTech&trade; Pant-34-Red",,46,,,,,,,,,
"MP02-36-Blue",0,"Viktor LumaTech&trade; Pant-36-Blue",,46,,,,,,,,,
"MP02-36-Gray",0,"Viktor LumaTech&trade; Pant-36-Gray",,46,,,,,,,,,
"MP02-36-Red",0,"Viktor LumaTech&trade; Pant-36-Red",,46,,,,,,,,,
"MP03-32-Blue",0,"Geo Insulated Jogging Pant-32-Blue",,51,,,,,,,,,
"MP03-32-Green",0,"Geo Insulated Jogging Pant-32-Green",,51,,,,,,,,,
"MP03-32-Red",0,"Geo Insulated Jogging Pant-32-Red",,51,,,,,,,,,
"MP03-33-Blue",0,"Geo Insulated Jogging Pant-33-Blue",,51,,,,,,,,,
"MP03-33-Green",0,"Geo Insulated Jogging Pant-33-Green",,51,,,,,,,,,
"MP03-33-Red",0,"Geo Insulated Jogging Pant-33-Red",,51,,,,,,,,,
"MP03-34-Blue",0,"Geo Insulated Jogging Pant-34-Blue",,51,,,,,,,,,
"MP03-34-Green",0,"Geo Insulated Jogging Pant-34-Green",,51,,,,,,,,,
"MP03-34-Red",0,"Geo Insulated Jogging Pant-34-Red",,51,,,,,,,,,
"MP03-36-Blue",0,"Geo Insulated Jogging Pant-36-Blue",,51,,,,,,,,,
"MP03-36-Green",0,"Geo Insulated Jogging Pant-36-Green",,51,,,,,,,,,
"MP03-36-Red",0,"Geo Insulated Jogging Pant-36-Red",,51,,,,,,,,,
"MP04-32-Black",0,"Supernova Sport Pant-32-Black",,45,,,,,,,,,
"MP04-32-Gray",0,"Supernova Sport Pant-32-Gray",,45,,,,,,,,,
"MP04-32-Green",0,"Supernova Sport Pant-32-Green",,45,,,,,,,,,
"MP04-33-Black",0,"Supernova Sport Pant-33-Black",,45,,,,,,,,,
"MP04-33-Gray",0,"Supernova Sport Pant-33-Gray",,45,,,,,,,,,
"MP04-33-Green",0,"Supernova Sport Pant-33-Green",,45,,,,,,,,,
"MP04-34-Black",0,"Supernova Sport Pant-34-Black",,45,,,,,,,,,
"MP04-34-Gray",0,"Supernova Sport Pant-34-Gray",,45,,,,,,,,,
"MP04-34-Green",0,"Supernova Sport Pant-34-Green",,45,,,,,,,,,
"MP04-36-Black",0,"Supernova Sport Pant-36-Black",,45,,,,,,,,,
"MP04-36-Gray",0,"Supernova Sport Pant-36-Gray",,45,,,,,,,,,
"MP04-36-Green",0,"Supernova Sport Pant-36-Green",,45,,,,,,,,,
"MP05-32-Black",0,"Kratos Gym Pant-32-Black",,57,,,,,,,,,
"MP05-32-Blue",0,"Kratos Gym Pant-32-Blue",,57,,,,,,,,,
"MP05-32-Green",0,"Kratos Gym Pant-32-Green",,57,,,,,,,,,
"MP05-33-Black",0,"Kratos Gym Pant-33-Black",,57,,,,,,,,,
"MP05-33-Blue",0,"Kratos Gym Pant-33-Blue",,57,,,,,,,,,
"MP05-33-Green",0,"Kratos Gym Pant-33-Green",,57,,,,,,,,,
"MP05-34-Black",0,"Kratos Gym Pant-34-Black",,57,,,,,,,,,
"MP05-34-Blue",0,"Kratos Gym Pant-34-Blue",,57,,,,,,,,,
"MP05-34-Green",0,"Kratos Gym Pant-34-Green",,57,,,,,,,,,
"MP05-36-Black",0,"Kratos Gym Pant-36-Black",,57,,,,,,,,,
"MP05-36-Blue",0,"Kratos Gym Pant-36-Blue",,57,,,,,,,,,
"MP05-36-Green",0,"Kratos Gym Pant-36-Green",,57,,,,,,,,,
"MP06-32-Gray",0,"Mithra Warmup Pant-32-Gray",,28,,,,,,,,,
"MP06-32-Green",0,"Mithra Warmup Pant-32-Green",,28,,,,,,,,,
"MP06-32-Orange",0,"Mithra Warmup Pant-32-Orange",,28,,,,,,,,,
"MP06-33-Gray",0,"Mithra Warmup Pant-33-Gray",,28,,,,,,,,,
"MP06-33-Green",0,"Mithra Warmup Pant-33-Green",,28,,,,,,,,,
"MP06-33-Orange",0,"Mithra Warmup Pant-33-Orange",,28,,,,,,,,,
"MP06-34-Gray",0,"Mithra Warmup Pant-34-Gray",,28,,,,,,,,,
"MP06-34-Green",0,"Mithra Warmup Pant-34-Green",,28,,,,,,,,,
"MP06-34-Orange",0,"Mithra Warmup Pant-34-Orange",,28,,,,,,,,,
"MP06-36-Gray",0,"Mithra Warmup Pant-36-Gray",,28,,,,,,,,,
"MP06-36-Green",0,"Mithra Warmup Pant-36-Green",,28,,,,,,,,,
"MP06-36-Orange",0,"Mithra Warmup Pant-36-Orange",,28,,,,,,,,,
"MP07-32-Black",0,"Thorpe Track Pant-32-Black",,68,,,,,,,,,
"MP07-32-Blue",0,"Thorpe Track Pant-32-Blue",,68,,,,,,,,,
"MP07-32-Purple",0,"Thorpe Track Pant-32-Purple",,68,,,,,,,,,
"MP07-33-Black",0,"Thorpe Track Pant-33-Black",,68,,,,,,,,,
"MP07-33-Blue",0,"Thorpe Track Pant-33-Blue",,68,,,,,,,,,
"MP07-33-Purple",0,"Thorpe Track Pant-33-Purple",,68,,,,,,,,,
"MP07-34-Black",0,"Thorpe Track Pant-34-Black",,68,,,,,,,,,
"MP07-34-Blue",0,"Thorpe Track Pant-34-Blue",,68,,,,,,,,,
"MP07-34-Purple",0,"Thorpe Track Pant-34-Purple",,68,,,,,,,,,
"MP07-36-Black",0,"Thorpe Track Pant-36-Black",,68,,,,,,,,,
"MP07-36-Blue",0,"Thorpe Track Pant-36-Blue",,68,,,,,,,,,
"MP07-36-Purple",0,"Thorpe Track Pant-36-Purple",,68,,,,,,,,,
"MP08-32-Blue",0,"Zeppelin Yoga Pant-32-Blue",,82,,,,,,,,,
"MP08-32-Green",0,"Zeppelin Yoga Pant-32-Green",,82,,,,,,,,,
"MP08-32-Red",0,"Zeppelin Yoga Pant-32-Red",,82,,,,,,,,,
"MP08-33-Blue",0,"Zeppelin Yoga Pant-33-Blue",,82,,,,,,,,,
"MP08-33-Green",0,"Zeppelin Yoga Pant-33-Green",,82,,,,,,,,,
"MP08-33-Red",0,"Zeppelin Yoga Pant-33-Red",,82,,,,,,,,,
"MP08-34-Blue",0,"Zeppelin Yoga Pant-34-Blue",,82,,,,,,,,,
"MP08-34-Green",0,"Zeppelin Yoga Pant-34-Green",,82,,,,,,,,,
"MP08-34-Red",0,"Zeppelin Yoga Pant-34-Red",,82,,,,,,,,,
"MP08-36-Blue",0,"Zeppelin Yoga Pant-36-Blue",,82,,,,,,,,,
"MP08-36-Green",0,"Zeppelin Yoga Pant-36-Green",,82,,,,,,,,,
"MP08-36-Red",0,"Zeppelin Yoga Pant-36-Red",,82,,,,,,,,,
"MP09-32-Black",0,"Livingston All-Purpose Tight-32-Black",,75,,,,,,,,,
"MP09-32-Blue",0,"Livingston All-Purpose Tight-32-Blue",,75,,,,,,,,,
"MP09-32-Red",0,"Livingston All-Purpose Tight-32-Red",,75,,,,,,,,,
"MP09-33-Black",0,"Livingston All-Purpose Tight-33-Black",,75,,,,,,,,,
"MP09-33-Blue",0,"Livingston All-Purpose Tight-33-Blue",,75,,,,,,,,,
"MP09-33-Red",0,"Livingston All-Purpose Tight-33-Red",,75,,,,,,,,,
"MP09-34-Black",0,"Livingston All-Purpose Tight-34-Black",,75,,,,,,,,,
"MP09-34-Blue",0,"Livingston All-Purpose Tight-34-Blue",,75,,,,,,,,,
"MP09-34-Red",0,"Livingston All-Purpose Tight-34-Red",,75,,,,,,,,,
"MP09-36-Black",0,"Livingston All-Purpose Tight-36-Black",,75,,,,,,,,,
"MP09-36-Blue",0,"Livingston All-Purpose Tight-36-Blue",,75,,,,,,,,,
"MP09-36-Red",0,"Livingston All-Purpose Tight-36-Red",,75,,,,,,,,,
"MP10-32-Black",0,"Orestes Yoga Pant -32-Black",,66,,,,,,,,,
"MP10-32-Blue",0,"Orestes Yoga Pant -32-Blue",,66,,,,,,,,,
"MP10-32-Green",0,"Orestes Yoga Pant -32-Green",,66,,,,,,,,,
"MP10-33-Black",0,"Orestes Yoga Pant -33-Black",,66,,,,,,,,,
"MP10-33-Blue",0,"Orestes Yoga Pant -33-Blue",,66,,,,,,,,,
"MP10-33-Green",0,"Orestes Yoga Pant -33-Green",,66,,,,,,,,,
"MP10-34-Black",0,"Orestes Yoga Pant -34-Black",,66,,,,,,,,,
"MP10-34-Blue",0,"Orestes Yoga Pant -34-Blue",,66,,,,,,,,,
"MP10-34-Green",0,"Orestes Yoga Pant -34-Green",,66,,,,,,,,,
"MP10-36-Black",0,"Orestes Yoga Pant -36-Black",,66,,,,,,,,,
"MP10-36-Blue",0,"Orestes Yoga Pant -36-Blue",,66,,,,,,,,,
"MP10-36-Green",0,"Orestes Yoga Pant -36-Green",,66,,,,,,,,,
"MP11-32-Blue",0,"Aether Gym Pant -32-Blue",,74,,,,,,,,,
"MP11-32-Brown",0,"Aether Gym Pant -32-Brown",,74,,,,,,,,,
"MP11-32-Green",0,"Aether Gym Pant -32-Green",,74,,,,,,,,,
"MP11-33-Blue",0,"Aether Gym Pant -33-Blue",,74,,,,,,,,,
"MP11-33-Brown",0,"Aether Gym Pant -33-Brown",,74,,,,,,,,,
"MP11-33-Green",0,"Aether Gym Pant -33-Green",,74,,,,,,,,,
"MP11-34-Blue",0,"Aether Gym Pant -34-Blue",,74,,,,,,,,,
"MP11-34-Brown",0,"Aether Gym Pant -34-Brown",,74,,,,,,,,,
"MP11-34-Green",0,"Aether Gym Pant -34-Green",,74,,,,,,,,,
"MP11-36-Blue",0,"Aether Gym Pant -36-Blue",,74,,,,,,,,,
"MP11-36-Brown",0,"Aether Gym Pant -36-Brown",,74,,,,,,,,,
"MP11-36-Green",0,"Aether Gym Pant -36-Green",,74,,,,,,,,,
"MP12-32-Black",0,"Cronus Yoga Pant -32-Black",,48,,,,,,,,,
"MP12-32-Blue",0,"Cronus Yoga Pant -32-Blue",,48,,,,,,,,,
"MP12-32-Red",0,"Cronus Yoga Pant -32-Red",,48,,,,,,,,,
"MP12-33-Black",0,"Cronus Yoga Pant -33-Black",,48,,,,,,,,,
"MP12-33-Blue",0,"Cronus Yoga Pant -33-Blue",,48,,,,,,,,,
"MP12-33-Red",0,"Cronus Yoga Pant -33-Red",,48,,,,,,,,,
"MP12-34-Black",0,"Cronus Yoga Pant -34-Black",,48,,,,,,,,,
"MP12-34-Blue",0,"Cronus Yoga Pant -34-Blue",,48,,,,,,,,,
"MP12-34-Red",0,"Cronus Yoga Pant -34-Red",,48,,,,,,,,,
"MP12-36-Black",0,"Cronus Yoga Pant -36-Black",,48,,,,,,,,,
"MP12-36-Blue",0,"Cronus Yoga Pant -36-Blue",,48,,,,,,,,,
"MP12-36-Red",0,"Cronus Yoga Pant -36-Red",,48,,,,,,,,,
"MS01-L-Black",0,"Aero Daily Fitness Tee-L-Black",,24,,,,,,,,,
"MS01-L-Brown",0,"Aero Daily Fitness Tee-L-Brown",,24,,,,,,,,,
"MS01-L-Yellow",0,"Aero Daily Fitness Tee-L-Yellow",,24,,,,,,,,,
"MS01-M-Black",0,"Aero Daily Fitness Tee-M-Black",,24,,,,,,,,,
"MS01-M-Brown",0,"Aero Daily Fitness Tee-M-Brown",,24,,,,,,,,,
"MS01-M-Yellow",0,"Aero Daily Fitness Tee-M-Yellow",,24,,,,,,,,,
"MS01-S-Black",0,"Aero Daily Fitness Tee-S-Black",,24,,,,,,,,,
"MS01-S-Brown",0,"Aero Daily Fitness Tee-S-Brown",,24,,,,,,,,,
"MS01-S-Yellow",0,"Aero Daily Fitness Tee-S-Yellow",,24,,,,,,,,,
"MS01-XL-Black",0,"Aero Daily Fitness Tee-XL-Black",,24,,,,,,,,,
"MS01-XL-Brown",0,"Aero Daily Fitness Tee-XL-Brown",,24,,,,,,,,,
"MS01-XL-Yellow",0,"Aero Daily Fitness Tee-XL-Yellow",,24,,,,,,,,,
"MS01-XS-Black",0,"Aero Daily Fitness Tee-XS-Black",,24,,,,,,,,,
"MS01-XS-Brown",0,"Aero Daily Fitness Tee-XS-Brown",,24,,,,,,,,,
"MS01-XS-Yellow",0,"Aero Daily Fitness Tee-XS-Yellow",,24,,,,,,,,,
"MS02-L-Black",0,"Ryker LumaTech&trade; Tee (V-neck)-L-Black",,28,,,,,,,,,
"MS02-L-Blue",0,"Ryker LumaTech&trade; Tee (V-neck)-L-Blue",,28,,,,,,,,,
"MS02-L-Gray",0,"Ryker LumaTech&trade; Tee (V-neck)-L-Gray",,28,,,,,,,,,
"MS02-M-Black",0,"Ryker LumaTech&trade; Tee (V-neck)-M-Black",,28,,,,,,,,,
"MS02-M-Blue",0,"Ryker LumaTech&trade; Tee (V-neck)-M-Blue",,28,,,,,,,,,
"MS02-M-Gray",0,"Ryker LumaTech&trade; Tee (V-neck)-M-Gray",,28,,,,,,,,,
"MS02-S-Black",0,"Ryker LumaTech&trade; Tee (V-neck)-S-Black",,28,,,,,,,,,
"MS02-S-Blue",0,"Ryker LumaTech&trade; Tee (V-neck)-S-Blue",,28,,,,,,,,,
"MS02-S-Gray",0,"Ryker LumaTech&trade; Tee (V-neck)-S-Gray",,28,,,,,,,,,
"MS02-XL-Black",0,"Ryker LumaTech&trade; Tee (V-neck)-XL-Black",,28,,,,,,,,,
"MS02-XL-Blue",0,"Ryker LumaTech&trade; Tee (V-neck)-XL-Blue",,28,,,,,,,,,
"MS02-XL-Gray",0,"Ryker LumaTech&trade; Tee (V-neck)-XL-Gray",,28,,,,,,,,,
"MS02-XS-Black",0,"Ryker LumaTech&trade; Tee (V-neck)-XS-Black",,28,,,,,,,,,
"MS02-XS-Blue",0,"Ryker LumaTech&trade; Tee (V-neck)-XS-Blue",,28,,,,,,,,,
"MS02-XS-Gray",0,"Ryker LumaTech&trade; Tee (V-neck)-XS-Gray",,28,,,,,,,,,
"MS03-L-Gray",0,"Balboa Persistence Tee-L-Gray",,29,,,,,,,,,
"MS03-L-Green",0,"Balboa Persistence Tee-L-Green",,29,,,,,,,,,
"MS03-L-Orange",0,"Balboa Persistence Tee-L-Orange",,29,,,,,,,,,
"MS03-M-Gray",0,"Balboa Persistence Tee-M-Gray",,29,,,,,,,,,
"MS03-M-Green",0,"Balboa Persistence Tee-M-Green",,29,,,,,,,,,
"MS03-M-Orange",0,"Balboa Persistence Tee-M-Orange",,29,,,,,,,,,
"MS03-S-Gray",0,"Balboa Persistence Tee-S-Gray",,29,,,,,,,,,
"MS03-S-Green",0,"Balboa Persistence Tee-S-Green",,29,,,,,,,,,
"MS03-S-Orange",0,"Balboa Persistence Tee-S-Orange",,29,,,,,,,,,
"MS03-XL-Gray",0,"Balboa Persistence Tee-XL-Gray",,29,,,,,,,,,
"MS03-XL-Green",0,"Balboa Persistence Tee-XL-Green",,29,,,,,,,,,
"MS03-XL-Orange",0,"Balboa Persistence Tee-XL-Orange",,29,,,,,,,,,
"MS03-XS-Gray",0,"Balboa Persistence Tee-XS-Gray",,29,,,,,,,,,
"MS03-XS-Green",0,"Balboa Persistence Tee-XS-Green",,29,,,,,,,,,
"MS03-XS-Orange",0,"Balboa Persistence Tee-XS-Orange",,29,,,,,,,,,
"MS04-L-Black",0,"Gobi HeatTec&reg; Tee-L-Black",,29,,,,,,,,,
"MS04-L-Orange",0,"Gobi HeatTec&reg; Tee-L-Orange",,29,,,,,,,,,
"MS04-L-Red",0,"Gobi HeatTec&reg; Tee-L-Red",,29,,,,,,,,,
"MS04-M-Black",0,"Gobi HeatTec&reg; Tee-M-Black",,29,,,,,,,,,
"MS04-M-Orange",0,"Gobi HeatTec&reg; Tee-M-Orange",,29,,,,,,,,,
"MS04-M-Red",0,"Gobi HeatTec&reg; Tee-M-Red",,29,,,,,,,,,
"MS04-S-Black",0,"Gobi HeatTec&reg; Tee-S-Black",,29,,,,,,,,,
"MS04-S-Orange",0,"Gobi HeatTec&reg; Tee-S-Orange",,29,,,,,,,,,
"MS04-S-Red",0,"Gobi HeatTec&reg; Tee-S-Red",,29,,,,,,,,,
